"unigram","bigram","freq"
"they","began",3
"they","believe",3
"they","both",3
"they","cannot",3
"they","deserve",3
"they","exist",3
"they","expect",3
"they","hit",3
"they","left",3
"they","liked",3
"they","lived",3
"they","open",3
"they","seemed",3
"they","sell",3
"they","simply",3
"they","sold",3
"they","used",3
"they","wish",3
"they","wont",3
"theyll","be",3
"theyre","so",3
"theyre","the",3
"theyve","made",3
"thickness","of",3
"thing","its",3
"thing","just",3
"thing","missing",3
"thing","on",3
"thing","she",3
"thing","with",3
"things","as",3
"things","but",3
"things","happen",3
"things","happening",3
"things","off",3
"things","on",3
"things","the",3
"think","a",3
"think","back",3
"think","if",3
"think","ill",3
"think","no",3
"think","not",3
"think","on",3
"think","one",3
"think","theres",3
"think","theyre",3
"think","what",3
"thinking","i",3
"thinks","that",3
"third","of",3
"third","person",3
"thirty","minutes",3
"this","act",3
"this","album",3
"this","all",3
"this","at",3
"this","being",3
"this","brew",3
"this","business",3
"this","christmas",3
"this","column",3
"this","debate",3
"this","design",3
"this","elite",3
"this","episode",3
"this","fall",3
"this","gives",3
"this","happen",3
"this","happened",3
"this","huge",3
"this","if",3
"this","it",3
"this","its",3
"this","kid",3
"this","layout",3
"this","made",3
"this","manner",3
"this","opportunity",3
"this","or",3
"this","other",3
"this","out",3
"this","pretty",3
"this","problem",3
"this","race",3
"this","raises",3
"this","rare",3
"this","regard",3
"this","review",3
"this","saturday",3
"this","scene",3
"this","second",3
"this","semester",3
"this","situation",3
"this","sketch",3
"this","stage",3
"this","strange",3
"this","system",3
"this","tea",3
"this","team",3
"this","trip",3
"this","very",3
"this","you",3
"thoroughly","enjoyed",3
"those","around",3
"those","involved",3
"those","last",3
"those","matters",3
"those","on",3
"those","special",3
"those","times",3
"though","and",3
"though","because",3
"though","im",3
"though","ive",3
"though","very",3
"thought","but",3
"thought","so",3
"thought","this",3
"thought","we",3
"thought","would",3
"thoughtful","and",3
"thoughts","about",3
"thoughts","as",3
"thoughts","i",3
"threat","of",3
"threatened","to",3
"threats","and",3
"three","more",3
"thrilling","and",3
"through","i",3
"through","its",3
"through","some",3
"through","their",3
"throw","in",3
"thrown","in",3
"thus","the",3
"tied","up",3
"ties","with",3
"tight","and",3
"till","i",3
"till","the",3
"tim","holtz",3
"time","because",3
"time","being",3
"time","creating",3
"time","more",3
"time","period",3
"time","than",3
"times","have",3
"times","it",3
"times","with",3
"times","you",3
"tips","and",3
"tissue","paper",3
"title","and",3
"title","of",3
"to","acquire",3
"to","adjust",3
"to","adopt",3
"to","always",3
"to","argue",3
"to","assist",3
"to","assume",3
"to","back",3
"to","balance",3
"to","block",3
"to","blow",3
"to","boil",3
"to","boost",3
"to","brew",3
"to","bringing",3
"to","brown",3
"to","burn",3
"to","bust",3
"to","calm",3
"to","cast",3
"to","christmas",3
"to","church",3
"to","clear",3
"to","climb",3
"to","combat",3
"to","combine",3
"to","compare",3
"to","compensate",3
"to","complain",3
"to","confess",3
"to","connect",3
"to","convert",3
"to","convince",3
"to","creating",3
"to","dallas",3
"to","decorate",3
"to","degrees",3
"to","demand",3
"to","devote",3
"to","disappear",3
"to","dress",3
"to","establish",3
"to","eternal",3
"to","extend",3
"to","five",3
"to","fold",3
"to","fully",3
"to","function",3
"to","fund",3
"to","gather",3
"to","generate",3
"to","getting",3
"to","grace",3
"to","grant",3
"to","great",3
"to","guide",3
"to","hand",3
"to","here",3
"to","inspect",3
"to","install",3
"to","is",3
"to","italy",3
"to","judge",3
"to","las",3
"to","late",3
"to","legislate",3
"to","lift",3
"to","lock",3
"to","london",3
"to","lower",3
"to","lunch",3
"to","making",3
"to","manage",3
"to","maximize",3
"to","mcdonalds",3
"to","measure",3
"to","melt",3
"to","miss",3
"to","never",3
"to","normal",3
"to","nothing",3
"to","nurse",3
"to","object",3
"to","observe",3
"to","organize",3
"to","over",3
"to","perform",3
"to","pin",3
"to","please",3
"to","point",3
"to","portland",3
"to","preserve",3
"to","prison",3
"to","protest",3
"to","questions",3
"to","rebuild",3
"to","recognise",3
"to","recreate",3
"to","regain",3
"to","relax",3
"to","renew",3
"to","repeat",3
"to","replicate",3
"to","report",3
"to","respond",3
"to","restore",3
"to","returning",3
"to","ride",3
"to","right",3
"to","ring",3
"to","risk",3
"to","roam",3
"to","ruin",3
"to","rule",3
"to","sample",3
"to","several",3
"to","shield",3
"to","shop",3
"to","shut",3
"to","slow",3
"to","snow",3
"to","soften",3
"to","spice",3
"to","squeeze",3
"to","st",3
"to","strengthen",3
"to","success",3
"to","suck",3
"to","supply",3
"to","suppress",3
"to","switch",3
"to","test",3
"to","thank",3
"to","transform",3
"to","travel",3
"to","uncover",3
"to","war",3
"to","wash",3
"to","waste",3
"to","whatever",3
"to","whip",3
"to","whom",3
"to","wonder",3
"to","years",3
"to","zero",3
"today","im",3
"today","they",3
"today","with",3
"together","as",3
"together","so",3
"together","two",3
"told","his",3
"toll","on",3
"tomato","paste",3
"tomorrow","morning",3
"tone","of",3
"tonight","and",3
"too","in",3
"too","small",3
"too","was",3
"too","which",3
"too","young",3
"took","away",3
"took","my",3
"took","up",3
"took","us",3
"tool","for",3
"tool","in",3
"tool","to",3
"top","coat",3
"topics","i",3
"touch","and",3
"touched","by",3
"touches","the",3
"tour","to",3
"towards","a",3
"town","is",3
"towns","and",3
"trace","of",3
"trained","to",3
"transformation","of",3
"travel","agents",3
"treat","the",3
"treated","with",3
"treatment","for",3
"treats","the",3
"tree","was",3
"trees","are",3
"trials","and",3
"tried","and",3
"trimmed","in",3
"trip","is",3
"trip","with",3
"tropical","timber",3
"true","and",3
"true","story",3
"true","when",3
"try","a",3
"try","again",3
"try","my",3
"try","not",3
"tucked","away",3
"turn","around",3
"turn","away",3
"turn","up",3
"turned","a",3
"turned","and",3
"tuxedo","black",3
"tweets","and",3
"twenty","years",3
"twice","and",3
"twins","and",3
"twitter","and",3
"two","girls",3
"two","goals",3
"two","hours",3
"two","i",3
"two","on",3
"two","other",3
"two","out",3
"two","reasons",3
"two","separate",3
"two","teams",3
"two","things",3
"two","women",3
"ugly","and",3
"uncomfortable","with",3
"under","my",3
"under","these",3
"understand","a",3
"understand","how",3
"understand","it",3
"understanding","that",3
"understood","that",3
"unfortunately","i",3
"unfortunately","this",3
"unique","and",3
"unique","book",3
"units","and",3
"universe","and",3
"university","press",3
"unless","i",3
"unlikely","that",3
"until","its",3
"until","my",3
"until","next",3
"until","soft",3
"until","this",3
"untimely","death",3
"up","every",3
"up","its",3
"up","more",3
"up","next",3
"up","not",3
"up","some",3
"up","something",3
"up","through",3
"up","was",3
"up","we",3
"upon","himself",3
"upset","when",3
"upset","with",3
"urban","policy",3
"us","back",3
"us","but",3
"us","economy",3
"us","officials",3
"us","right",3
"us","this",3
"us","was",3
"use","his",3
"use","some",3
"use","their",3
"used","and",3
"used","at",3
"used","his",3
"used","is",3
"used","it",3
"used","on",3
"used","some",3
"useful","to",3
"users","of",3
"users","who",3
"uses","the",3
"using","my",3
"using","that",3
"usually","i",3
"usually","in",3
"v","the",3
"vacuum","states",3
"vanilla","extract",3
"variant","of",3
"varieties","of",3
"various","other",3
"vast","majority",3
"vatican","shadow",3
"vegetable","oil",3
"very","beautiful",3
"very","clear",3
"very","early",3
"very","easy",3
"very","few",3
"very","healthy",3
"very","impressed",3
"very","large",3
"very","last",3
"very","least",3
"very","limited",3
"very","long",3
"very","proud",3
"very","quickly",3
"very","similar",3
"very","simple",3
"very","steep",3
"very","strong",3
"very","thankful",3
"via","a",3
"vic","venturi",3
"victim","to",3
"video","about",3
"video","i",3
"vietnam","war",3
"view","and",3
"views","are",3
"views","of",3
"views","on",3
"violation","of",3
"virgin","mary",3
"virtually","every",3
"visible","in",3
"visit","for",3
"visit","this",3
"visit","with",3
"visited","a",3
"voice","of",3
"volunteers","to",3
"vote","and",3
"voters","who",3
"vowed","to",3
"wait","a",3
"waited","for",3
"waited","pointlessly",3
"waiting","on",3
"wakes","up",3
"waking","up",3
"walk","into",3
"walk","with",3
"walked","by",3
"walked","the",3
"walking","around",3
"walks","into",3
"wall","i",3
"walls","of",3
"walnut","stain",3
"wandering","around",3
"want","an",3
"want","more",3
"want","something",3
"want","them",3
"wanted","me",3
"wanted","nothing",3
"wanted","the",3
"wants","you",3
"wardrobe","and",3
"wardrobe","is",3
"warm","a",3
"warm","it",3
"warm","up",3
"warm","water",3
"warmed","up",3
"wary","of",3
"was","angry",3
"was","annoyed",3
"was","arrested",3
"was","as",3
"was","away",3
"was","awesome",3
"was","beginning",3
"was","both",3
"was","built",3
"was","but",3
"was","carried",3
"was","chosen",3
"was","clear",3
"was","clearly",3
"was","created",3
"was","dead",3
"was","decided",3
"was","delicious",3
"was","designed",3
"was","disappointed",3
"was","enough",3
"was","established",3
"was","exactly",3
"was","exhausted",3
"was","fantastic",3
"was","filled",3
"was","finally",3
"was","fine",3
"was","giving",3
"was","growing",3
"was","handled",3
"was","he",3
"was","helping",3
"was","hilarious",3
"was","holding",3
"was","instrumental",3
"was","introduced",3
"was","involved",3
"was","joking",3
"was","kinda",3
"was","known",3
"was","lifted",3
"was","lovely",3
"was","mentioned",3
"was","mostly",3
"was","near",3
"was","nothing",3
"was","now",3
"was","of",3
"was","offered",3
"was","or",3
"was","originally",3
"was","part",3
"was","particularly",3
"was","paying",3
"was","planning",3
"was","plenty",3
"was","praying",3
"was","requested",3
"was","scared",3
"was","second",3
"was","selected",3
"was","seriously",3
"was","set",3
"was","shocked",3
"was","shot",3
"was","similar",3
"was","someone",3
"was","standing",3
"was","stunned",3
"was","super",3
"was","surrounded",3
"was","suspended",3
"was","telling",3
"was","true",3
"was","watching",3
"was","way",3
"was","well",3
"was","worth",3
"was","written",3
"was","wrong",3
"was","your",3
"washington","township",3
"wasnt","able",3
"wasnt","about",3
"wasnt","really",3
"wasnt","supposed",3
"wasnt","there",3
"wasnt","until",3
"watch","this",3
"watched","and",3
"watched","by",3
"watched","her",3
"watcher","six",3
"water","in",3
"water","on",3
"water","or",3
"water","supply",3
"way","up",3
"way","when",3
"ways","and",3
"ways","but",3
"ways","by",3
"ways","in",3
"ways","the",3
"we","allow",3
"we","already",3
"we","always",3
"we","appreciate",3
"we","believe",3
"we","called",3
"we","continue",3
"we","discovered",3
"we","expect",3
"we","forget",3
"we","learn",3
"we","loved",3
"we","needed",3
"we","noticed",3
"we","now",3
"we","send",3
"we","shall",3
"we","share",3
"we","spend",3
"we","stayed",3
"we","stopped",3
"we","then",3
"we","think",3
"we","turned",3
"we","walked",3
"we","welcome",3
"we","werent",3
"we","wish",3
"weakness","and",3
"wealth","and",3
"wear","a",3
"wear","it",3
"wear","to",3
"wearing","the",3
"website","by",3
"website","is",3
"wed","like",3
"wednesday","night",3
"wee","bit",3
"week","ago",3
"week","as",3
"week","later",3
"week","so",3
"week","that",3
"week","were",3
"weekend","so",3
"weekend","was",3
"weeks","after",3
"weeks","but",3
"weeks","in",3
"weeks","now",3
"weeks","worth",3
"weight","and",3
"weight","of",3
"weird","i",3
"well","after",3
"well","because",3
"well","blended",3
"well","get",3
"well","if",3
"well","ive",3
"well","just",3
"well","no",3
"well","not",3
"well","over",3
"well","thought",3
"well","we",3
"well","you",3
"went","and",3
"went","home",3
"went","in",3
"went","over",3
"went","there",3
"went","up",3
"were","based",3
"were","being",3
"were","created",3
"were","first",3
"were","from",3
"were","kept",3
"were","killed",3
"were","known",3
"were","lined",3
"were","living",3
"were","many",3
"were","my",3
"were","never",3
"were","nowhere",3
"were","once",3
"were","people",3
"were","practicing",3
"were","sealed",3
"were","sent",3
"were","standing",3
"were","taken",3
"were","thrilled",3
"were","used",3
"were","working",3
"west","and",3
"west","of",3
"west","texas",3
"west","virginia",3
"wet","bag",3
"weve","seen",3
"what","an",3
"what","ever",3
"what","got",3
"what","made",3
"what","may",3
"what","more",3
"what","of",3
"what","other",3
"what","shes",3
"what","should",3
"what","their",3
"what","these",3
"what","works",3
"what","youd",3
"whats","more",3
"whats","your",3
"when","all",3
"when","asked",3
"when","did",3
"when","so",3
"when","something",3
"when","that",3
